VRAE:Work Refid,File Name [en],File Name [es],VRAE:Admin Cataloguer,VRAE:Work Agent,VRAE:Work Title,VRAE:Work Type [es],VRAE:Work Type [en],VRAE:Work Material [es],VRAE:Work Material [en],VRAE:Work Description [es],VRAE:Work Description [en],VRAE:Work Measurements,VRAE:Work Date,VRAE:Work Location,VRAE:GPSLatitude,VRAE:GPSLongitude,VRAE:Image Refid,VRAE:Image Relation,VRAE:Work Location Creation,VRAE:Work Cultural Context,VRAE:Work Style Period,VRAE:Collection Refid,VRAE:Image Rights,VRAE:Image Source,VRAE:Image Href [en],VRAE:Image Href [es],DC:Title,DC:Creator,DC:Subject [es],DC:Subject [en],DC:Description [es],DC:Description [en],DC:Publisher,DC:Contributor,DC:Coverage,DC:Date,DC:Type [es],DC:Type [en],DC:Format [es],DC:Format [en],DC:Copyright Notice,DC:Source,DC:Language [en],DC:Language [es],DC:Relation,DC:Identifier
w_1063,AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Colgante I,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Pieza decorativa,Decorative piece,211 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1063",-34.60,-58.38,i_1063-00,"imageOf w_1063, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-I-1063-00-ES.jpg,Colgante I,Martin Gersbach; Museos Abiertos,colgante [aat:300046002]; colgante [aat:300046002]; Argentinean; Contemporary,pendants (jewelry) [aat:300046002]; pendants (jewelry) [aat:300046002]; Argentinean; Contemporary,Pieza decorativa,Decorative piece,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1063, Bruzzone Database",w_1063
w_1064,AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Colgante II,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Pieza decorativa,Decorative piece,215 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1064",-34.60,-58.38,i_1064-00,"imageOf w_1064, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-II-1064-00-ES.jpg,Colgante II,Martin Gersbach; Museos Abiertos,colgante [aat:300046002]; colgante [aat:300046002]; Argentinean; Contemporary,pendants (jewelry) [aat:300046002]; pendants (jewelry) [aat:300046002]; Argentinean; Contemporary,Pieza decorativa,Decorative piece,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1064, Bruzzone Database",w_1064
w_1065,AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Colgante III,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Pieza decorativa,Decorative piece,214 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1065",-34.60,-58.38,i_1065-00,"imageOf w_1065, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-III-1065-00-ES.jpg,Colgante III,Martin Gersbach; Museos Abiertos,colgante [aat:300046002]; colgante [aat:300046002]; Argentinean; Contemporary,pendants (jewelry) [aat:300046002]; pendants (jewelry) [aat:300046002]; Argentinean; Contemporary,Pieza decorativa,Decorative piece,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1065, Bruzzone Database",w_1065
w_1066,AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Colgante IV,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Pieza decorativa,Decorative piece,215 cm de largo,2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1066",-34.60,-58.38,i_1066-00,"imageOf w_1066, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-IV-1066-00-ES.jpg,Colgante IV,Martin Gersbach; Museos Abiertos,colgante [aat:300046002]; colgante [aat:300046002]; Argentinean; Contemporary,pendants (jewelry) [aat:300046002]; pendants (jewelry) [aat:300046002]; Argentinean; Contemporary,Pieza decorativa,Decorative piece,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1066, Bruzzone Database",w_1066
w_1067,AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Colgante V,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Pieza decorativa,Decorative piece,222 cm (length),2013 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1067",-34.60,-58.38,i_1067-00,"imageOf w_1067, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Colgante-V-1067-00-ES.jpg,Colgante V,Martin Gersbach; Museos Abiertos,colgante [aat:300046002]; colgante [aat:300046002]; Argentinean; Contemporary,pendants (jewelry) [aat:300046002]; pendants (jewelry) [aat:300046002]; Argentinean; Contemporary,Pieza decorativa,Decorative piece,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,colgante [aat:300046002],pendants (jewelry) [aat:300046002],colgante [aat:300046002],pendants (jewelry) [aat:300046002],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1067, Bruzzone Database",w_1067
w_1053,AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título - Gallina cacareando,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],Gallina cacareando parada,Standing clucking hen,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1053",-34.60,-58.38,i_1053-00,"imageOf w_1053, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-cacareando-1053-00-ES.jpg,Sin título - Gallina cacareando,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078]; Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078]; Argentinean; Contemporary,Gallina cacareando parada,Standing clucking hen,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1053, Bruzzone Database",w_1053
w_1054,AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título - Gallina comiendo,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],Gallina comiendo de un comedero,Hen eating from a feeder,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1054",-34.60,-58.38,i_1054-00,"imageOf w_1054, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallina-comiendo-1054-00-ES.jpg,Sin título - Gallina comiendo,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078]; Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078]; Argentinean; Contemporary,Gallina comiendo de un comedero,Hen eating from a feeder,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050]; lienzo (material) [aat:300014078],oil paint (paint) [aat:300015050]; canvas (textile material) [aat:300014078],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1054, Bruzzone Database",w_1054
w_198,AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título. Gallinas y patos,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],técnica mixta (material artístico) [aat:300163347]; madera contrachapada [aat:300012849],mixed media [aat:300163347]; plywood [aat:300012849],"Gallinas, patos, pichones, huevos, una vaca y pelotas de rugby, sobre cuadrados de diferentes colores","Chickens, ducks, pigeons, eggs, a cow and rugby balls, on squares of different colors.",30.5 cm x 30.5 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_198",-34.60,-58.38,i_0198-00,"imageOf w_198, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Gallinas-y-patos-0198-00-ES.jpg,Sin título. Gallinas y patos,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; técnica mixta (material artístico) [aat:300163347]; madera contrachapada [aat:300012849]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; mixed media [aat:300163347]; plywood [aat:300012849]; Argentinean; Contemporary,"Gallinas, patos, pichones, huevos, una vaca y pelotas de rugby, sobre cuadrados de diferentes colores","Chickens, ducks, pigeons, eggs, a cow and rugby balls, on squares of different colors.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],técnica mixta (material artístico) [aat:300163347]; madera contrachapada [aat:300012849],mixed media [aat:300163347]; plywood [aat:300012849],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_198, Bruzzone Database",w_198
w_558,AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Juego de té,objeto cerámico (obra visual) [aat:300386879],ceramic ware (visual works) [aat:300386879],cerámica artística [aat:300185648],art pottery [aat:300185648],Juego de té,Tea set,28 cm x 28 cm x 14 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_558",-34.60,-58.38,i_0558-00,"imageOf w_558, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Juego-de-te-0558-00-ES.jpg,Juego de té,Martin Gersbach; Museos Abiertos,objeto cerámico (obra visual) [aat:300386879]; cerámica artística [aat:300185648]; Argentinean; Contemporary,ceramic ware (visual works) [aat:300386879]; art pottery [aat:300185648]; Argentinean; Contemporary,Juego de té,Tea set,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,objeto cerámico (obra visual) [aat:300386879],ceramic ware (visual works) [aat:300386879],cerámica artística [aat:300185648],art pottery [aat:300185648],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_558, Bruzzone Database",w_558
w_133,AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",María del Mar,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],lienzo (material) [aat:300014078],canvas (textile material) [aat:300014078],Gallina y tres pingüinos,Hen and three penguins,35.5 cm x 50 cm,1995 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_133",-34.60,-58.38,i_0133-00,"imageOf w_133, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-del-Mar-0133-00-ES.jpg,María del Mar,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; lienzo (material) [aat:300014078]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; canvas (textile material) [aat:300014078]; Argentinean; Contemporary,Gallina y tres pingüinos,Hen and three penguins,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],lienzo (material) [aat:300014078],canvas (textile material) [aat:300014078],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_133, Bruzzone Database",w_133
w_1061,AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",María Teodora María Agustina,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],lienzo (material) [aat:300014078]; pastel graso [aat:300230810]; técnica mixta (material artístico) [aat:300163347],canvas (textile material) [aat:300014078]; oil pastels [aat:300230810]; mixed media [aat:300163347],Una gallina parada y otra con el cuello encorvado hacia abajo; nombres de las mismas a la derecha de cada una,One hen standing and one hen with her neck bent downward; hen names to the right of each hen.,21 cm x 13.5 cm,1993 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1061",-34.60,-58.38,i_1061-00,"imageOf w_1061, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Maria-Teodora-Maria-Agustina-1061-00-ES.jpg,María Teodora María Agustina,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; lienzo (material) [aat:300014078]; pastel graso [aat:300230810]; técnica mixta (material artístico) [aat:300163347]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; canvas (textile material) [aat:300014078]; oil pastels [aat:300230810]; mixed media [aat:300163347]; Argentinean; Contemporary,Una gallina parada y otra con el cuello encorvado hacia abajo; nombres de las mismas a la derecha de cada una,One hen standing and one hen with her neck bent downward; hen names to the right of each hen.,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],lienzo (material) [aat:300014078]; pastel graso [aat:300230810]; técnica mixta (material artístico) [aat:300163347],canvas (textile material) [aat:300014078]; oil pastels [aat:300230810]; mixed media [aat:300163347],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1061, Bruzzone Database",w_1061
w_1058,AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Mucho Amor,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],técnica mixta (material artístico) [aat:300163347]; tinta [aat:300015012]; papel de dibujo [aat:300014157],mixed media [aat:300163347]; ink [aat:300015012]; drawing paper [aat:300014157],"Una señora con el nombre Emily a la altura del pecho, rodeada de círculos","A lady with the name Emily at chest height, surrounded by circles.",36 cm x 45 cm,2014 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1058",-34.60,-58.38,i_1058-00,"imageOf w_1058, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Mucho-Amor-1058-00-ES.jpg,Mucho Amor,Martin Gersbach; Museos Abiertos,pintura (obra visual) [aat:300033618]; técnica mixta (material artístico) [aat:300163347]; tinta [aat:300015012]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,paintings (visual works) [aat:300033618]; mixed media [aat:300163347]; ink [aat:300015012]; drawing paper [aat:300014157]; Argentinean; Contemporary,"Una señora con el nombre Emily a la altura del pecho, rodeada de círculos","A lady with the name Emily at chest height, surrounded by circles.",Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura (obra visual) [aat:300033618],paintings (visual works) [aat:300033618],técnica mixta (material artístico) [aat:300163347]; tinta [aat:300015012]; papel de dibujo [aat:300014157],mixed media [aat:300163347]; ink [aat:300015012]; drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1058, Bruzzone Database",w_1058
w_355,AR-MA-Bruzzone-Aisenberg-Muneca-0355-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Muneca-0355-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título. Muñeca,impresión de chorro de tinta [aat:300235748],inkjet printing [aat:300235748],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Dibujo de muñeca de trapo y piolín,Drawing of a rag doll and a Tweety,20 cm x 28 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_355",-34.60,-58.38,i_0355-00,"imageOf w_355, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Muneca-0355-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Muneca-0355-00-ES.jpg,Sin título. Muñeca,Martin Gersbach; Museos Abiertos,impresión de chorro de tinta [aat:300235748]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,inkjet printing [aat:300235748]; drawing paper [aat:300014157]; Argentinean; Contemporary,Dibujo de muñeca de trapo y piolín,Drawing of a rag doll and a Tweety,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,impresión de chorro de tinta [aat:300235748],inkjet printing [aat:300235748],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_355, Bruzzone Database",w_355
w_356,AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título. Niña con conejo,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Niña con vestido a lunares y un conejo en brazos,Girl with polka dot dress and a rabbit in her arms,16 cm x 22.5 cm,2005 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_356",-34.60,-58.38,i_0356-00,"imageOf w_356, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Nina-con-conejo-0356-00-ES.jpg,Sin título. Niña con conejo,Martin Gersbach; Museos Abiertos,dibujo (obra visual) [aat:300033973]; papel de dibujo [aat:300014157]; Argentinean; Contemporary,drawings (visual works) [aat:300033973]; drawing paper [aat:300014157]; Argentinean; Contemporary,Niña con vestido a lunares y un conejo en brazos,Girl with polka dot dress and a rabbit in her arms,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,dibujo (obra visual) [aat:300033973],drawings (visual works) [aat:300033973],papel de dibujo [aat:300014157],drawing paper [aat:300014157],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_356, Bruzzone Database",w_356
w_1052,AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00-EN.jpg,AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00-ES.jpg,Martin Gersbach,"Aisenberg, Diana",Sin título - Pato comiendo,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050],oil paint (paint) [aat:300015050],Pato comiendo de un comedero,Duck eating from a feeder,9 cm x 12 cm,2007 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. w_1052",-34.60,-58.38,i_1052-00,"imageOf w_1052, Bruzzone Database",Argentina,Argentinean,Contemporary,c_1,CC BY-SA 4.0 Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00-EN.jpg,https://museosabiertos.org/assets/AR-MA-Bruzzone-Aisenberg-Pato-comiendo-1052-00-ES.jpg,Sin título - Pato comiendo,Martin Gersbach; Museos Abiertos,pintura al óleo (obra visual) [aat:300033799]; pintura al óleo (material) [aat:300015050]; Argentinean; Contemporary,oil paintings (visual works) [aat:300033799]; oil paint (paint) [aat:300015050]; Argentinean; Contemporary,Pato comiendo de un comedero,Duck eating from a feeder,Museos Abiertos,Martin Gersbach,Ciudad Autónoma de Buenos Aires (autonomous city) [tgn:7593303],2022-8-29,pintura al óleo (obra visual) [aat:300033799],oil paintings (visual works) [aat:300033799],pintura al óleo (material) [aat:300015050],oil paint (paint) [aat:300015050],Attribution 4.0 International (CC BY 4.0),https://museosabiertos.org/assets/,English,Spanish,"imageOf w_1052, Bruzzone Database",w_1052
